nid,visits,tags
137968,104,1
58828,104,1
95180,104,1
42177,104,3
106577,104,1
100258,104,1
108830,104,1
131161,104,1
70079,104,3
127264,104,4
104113,104,1
69100,104,2
53810,104,1
17230,104,1
131609,104,2
21626,104,5
143895,104,3
86031,104,1
28431,104,1
133904,104,2
129497,104,1
122814,104,1
136784,104,1
29039,104,1
123070,104,1
41057,104,1
123529,104,1
65399,104,1
36353,104,1
123753,104,6
29882,104,1
16311,104,13
150848,104,2
108457,104,1
103708,104,6
69834,104,1
131044,104,1
69930,104,2
141682,104,2
151519,104,1
149303,104,1
95575,104,1
15473,104,1
42668,104,1
73130,104,2
21605,104,2
69431,104,2
139634,104,1
37708,104,4
54397,104,1
80981,104,1
105468,104,1
55005,104,1
38572,104,1
61105,104,2
106055,104,1
29893,104,1
123796,104,2
81984,104,1
49756,104,5
27525,104,2
68802,104,3
15132,104,1
100376,104,1
30852,104,2
44870,104,2
158549,104,1
17412,104,1
53311,104,1
143917,104,2
9086,104,1
59889,104,2
47943,104,1
54472,104,1
73813,104,3
93730,104,1
93826,104,1
38103,104,1
32972,104,1
142973,104,5
43078,104,1
94050,104,1
94146,104,1
46086,104,1
71808,104,2
11591,104,1
103186,104,1
140776,104,1
130362,104,1
114718,104,1
130490,104,2
55667,104,2
33879,104,1
10666,104,1
111263,104,6
128378,104,4
149069,104,1
56147,104,1
138257,104,1
138513,104,3
109055,104,1
141928,104,1
104402,104,1
128890,104,2
139432,104,1
106719,104,1
109631,104,1
102066,104,1
40578,104,1
48114,104,1
125407,104,1
113910,104,1
67437,104,7
57523,104,1
129850,104,2
105554,104,1
102834,104,1
130074,104,3
105650,104,1
74475,104,2
107946,104,1
94520,104,1
46460,104,1
145543,104,3
141235,104,3
155411,104,1
70091,104,2
69048,104,1
138460,104,1
59431,104,1
109194,104,1
88731,104,1
31258,104,5
142259,104,2
109546,104,1
67064,104,2
45308,104,1
105213,104,1
116721,104,1
20923,104,1
125898,104,2
137212,104,1
48989,104,1
60946,104,1
103208,104,1
140958,104,1
106120,104,1
143713,104,1
121782,104,1
44039,104,3
138023,104,1
56041,104,1
52736,104,1
128496,104,4
119766,104,2
30853,104,2
101576,104,6
85345,104,1
131536,104,4
73142,104,2
70518,104,1
101992,104,1
139582,104,1
45159,104,10
147022,104,1
54249,104,1
142366,104,1
70806,104,2
129232,104,4
20678,104,1
32717,104,10
156437,104,1
51231,104,1
48509,104,1
54697,104,1
35981,104,6
326,104,1
102963,104,1
36088,104,1
148270,104,1
81516,104,1
61117,104,2
61181,104,1
126465,104,2
154981,104,3
41731,104,3
74849,104,2
81868,104,1
68782,104,2
138322,104,1
82380,104,1
61981,104,1
131323,104,2
19793,104,1
119841,104,2
104435,104,1
42851,104,1
17360,104,1
73377,104,8
69550,104,2
117438,104,1
136274,104,1
142281,104,1
4882,104,1
32440,104,1
158883,104,2
70849,104,3
109728,104,1
32536,104,1
35416,104,1
120609,104,1
129819,104,8
67662,104,2
129915,104,2
75186,104,2
51957,104,9
137565,104,1
58393,104,2
7733,104,1
11859,104,1
121740,104,1
128038,104,2
55839,104,1
75901,104,2
84983,104,1
104030,104,1
37155,104,1
61992,104,1
4285,104,1
141716,104,1
53695,104,10
79294,104,3
17211,104,12
85431,104,1
1853,104,1
53951,104,1
101758,104,6
17403,104,1
73292,104,1
101854,104,1
17499,104,1
101231,104,1
17755,104,1
73900,104,2
136765,104,1
32867,104,1
105438,104,1
11219,104,1
45885,104,1
121004,104,5
21084,104,1
129926,104,1
132838,104,5
134632,104,3
68004,104,3
148356,104,1
150637,104,1
134856,104,4
39129,104,1
78473,104,3
72279,104,2
52288,104,1
55786,104,1
41977,104,1
135368,104,1
92580,104,1
119511,104,2
47240,104,1
128657,104,4
44776,104,1
142047,104,3
56746,104,2
4776,104,1
116059,104,5
102505,104,1
75016,104,3
75112,104,3
60926,103,2
11625,103,1
68143,103,3
145566,103,3
126562,103,1
39172,103,1
111105,103,1
81837,103,1
46707,103,1
106420,103,1
138035,103,3
23742,103,9
69954,103,2
141610,103,3
115654,103,5
101780,103,1
54133,103,1
35065,103,1
4883,103,1
67055,103,8
133843,103,2
75027,103,2
110369,103,1
121058,103,1
107681,103,1
102932,103,1
134590,103,3
18845,103,1
41647,103,1
43710,103,11
145512,103,2
140981,103,1
126733,103,1
61513,103,1
131015,103,2
119437,103,2
141525,103,4
82456,103,1
138494,103,1
88477,103,1
141909,103,1
53856,103,10
6070,103,1
124908,103,1
158573,103,1
115953,103,5
101040,103,1
101136,103,1
45406,103,1
102591,103,1
80888,103,1
55040,103,1
105599,103,1
71704,103,2
145190,103,3
18632,103,1
29672,103,1
108055,103,1
133138,103,1
16229,103,1
110967,103,1
61460,103,1
36719,103,1
49759,103,1
138592,103,1
138720,103,1
30553,103,1
149125,103,1
15327,103,1
109047,103,1
69189,103,7
151696,103,1
53867,103,1
106647,103,1
20200,103,1
104682,103,1
17639,103,1
101179,103,1
106935,103,1
136457,103,1
67077,103,3
132114,103,1
20584,103,1
102282,103,1
125463,103,2
38010,103,1
142720,103,1
102442,103,1
142816,103,1
129714,103,1
105418,103,6
140320,103,4
74328,103,3
14143,103,1
74467,103,1
7436,103,1
60927,103,2
94448,103,1
110850,103,1
143661,103,1
108226,103,1
143726,103,2
75668,103,2
36570,103,1
141067,103,2
81870,103,1
19187,103,1
141259,103,2
111266,103,1
5452,103,1
66192,103,2
85038,103,1
76372,103,3
17010,103,1
70179,103,8
158659,103,3
80174,103,1
109474,103,1
144234,103,1
54390,103,2
45428,103,1
107138,103,1
54550,103,2
6892,103,1
83566,103,1
18259,103,12
25381,103,1
83854,103,1
51596,103,1
36026,103,1
60842,103,1
10200,103,1
78240,103,3
140886,103,1
123757,103,2
103392,103,6
123885,103,2
95067,103,1
103872,103,6
42352,103,1
5655,103,1
128488,103,4
42480,103,3
149275,103,4
15381,103,1
47360,103,1
101568,103,1
17181,103,1
37509,103,1
31005,103,2
133311,103,2
73230,103,3
104736,103,1
101201,103,1
109677,103,1
117707,103,1
54433,103,2
20574,103,1
67195,103,2
67259,103,3
35493,103,1
48533,103,1
113924,103,1
120782,103,1
91355,103,1
2911,103,2
107629,103,1
21118,103,1
130088,103,1
132915,103,4
90057,103,1
81476,103,1
52002,103,1
145524,103,4
106091,103,1
14592,103,1
143780,103,1
108376,103,1
75946,103,1
141505,103,3
111608,103,1
108888,103,1
52867,103,1
52899,103,1
131475,103,2
40123,103,1
109400,103,1
117462,103,5
54156,103,1
21876,103,3
70745,103,2
45162,103,1
101308,103,1
20553,103,11
32688,103,1
40827,103,1
110040,103,1
67686,103,1
125944,103,6
114358,103,1
107875,103,1
7501,103,1
103222,103,1
55447,103,1
108195,103,1
46581,103,1
72292,103,4
128030,103,4
72740,103,2
17107,103,1
17139,103,1
100679,103,1
50412,103,1
158497,103,2
47702,103,1
70628,103,1
20244,103,1
21823,103,5
109603,103,1
109667,103,1
98535,103,1
10923,103,1
136853,103,1
132542,103,4
54871,103,1
43189,103,1
81103,103,1
25554,103,1
67964,103,2
134624,103,1
75328,103,2
117272,103,5
106017,103,1
55554,103,1
150725,103,1
23371,103,2
157596,103,1
130825,103,2
148892,103,3
126927,103,1
52793,103,1
119663,103,2
128713,103,2
8856,103,1
76736,103,2
95932,103,1
42929,103,1
45120,103,1
117580,103,5
20543,103,1
70959,103,2
73743,103,2
71087,103,2
105249,103,1
64860,103,1
33126,103,1
9945,103,1
43328,103,1
74554,103,2
150512,103,7
81445,103,1
55373,103,1
105932,103,1
123737,103,1
130612,103,2
111161,103,1
131028,103,2
30555,103,1
141634,103,3
69031,103,3
50210,103,5
39836,103,1
73018,103,2
17193,103,1
30985,103,1
20266,103,1
28522,103,1
158843,103,1
120314,103,1
40508,103,1
152328,103,4
6595,103,1
125337,103,1
120666,103,1
54797,103,2
13825,103,1
29130,103,1
21162,103,1
117133,103,5
134582,103,4
10511,103,1
111140,103,1
119205,103,2
138006,103,1
58962,103,1
149042,103,1
59137,103,1
44630,103,1
62113,103,1
15468,103,1
28149,103,2
101719,103,1
109316,103,6
158661,103,3
35228,103,1
142669,103,2
22400,103,5
80848,103,1
67570,103,2
38343,103,4
149,103,1
110340,103,6
9999,103,1
94258,103,1
25625,103,1
36135,103,5
87296,103,1
33511,103,13
29728,103,1
106018,103,1
111055,103,1
52377,103,1
8185,103,1
141400,103,1
42450,103,1
66301,103,1
98002,103,6
101634,103,1
44897,103,1
16004,103,1
80219,103,1
125199,103,1
80507,103,1
63052,103,1
77793,103,1
107759,103,1
71707,103,2
18699,103,1
55470,103,2
84486,103,1
97277,103,1
92424,103,5
66024,103,1
47052,103,1
59063,103,1
108858,103,1
66216,103,2
56270,103,2
27883,103,2
109114,103,1
17162,103,12
47437,103,1
6180,103,1
136172,103,1
142307,103,2
93416,103,1
83174,103,1
101278,103,1
89099,103,1
67112,103,1
45452,103,1
105197,103,1
105229,103,1
43116,103,1
91432,103,1
118598,103,2
60962,103,2
46263,103,1
105976,103,1
55481,103,1
130464,103,2
145538,103,5
43767,103,1
148563,103,3
52207,103,1
92115,103,5
137879,103,1
135223,103,2
72614,103,1
111461,103,1
138734,103,1
108933,103,1
56313,103,2
85137,103,1
76439,103,1
115786,103,5
143870,103,2
44951,103,1
70598,103,3
6415,103,1
6479,103,1
32829,103,1
51311,103,1
43191,103,3
25705,103,1
75362,103,3
117274,103,1
71889,103,2
65406,103,1
134818,103,2
75522,103,3
61197,103,2
29889,103,1
58462,103,2
137730,103,1
141017,103,2
143772,103,1
135042,103,5
115090,103,1
42227,103,1
112521,103,7
56164,103,1
108912,103,1
39763,103,1
15416,103,1
12792,103,1
39955,103,1
109200,103,1
21548,103,8
53179,103,1
31040,103,1
104611,103,1
101044,103,1
20289,103,1
158802,103,4
9146,103,1
101140,103,1
102115,103,1
60429,103,2
74065,103,2
136930,103,1
29153,103,1
75010,103,3
32161,103,1
132779,103,2
25605,103,1
150279,103,7
67913,103,3
49091,103,1
38910,103,1
36499,103,1
143783,103,2
27404,103,2
72604,103,2
128374,103,2
37299,103,1
47406,103,1
73116,103,3
128822,103,4
141988,103,2
136109,103,1
133485,103,1
104654,103,1
120252,103,1
20364,103,1
59992,103,1
142532,103,1
60216,103,1
98751,103,1
91049,103,1
54799,103,1
41118,103,1
67721,103,1
140420,103,1
67892,103,2
110598,103,1
60931,103,1
114500,103,3
55354,103,1
46328,103,1
46424,103,1
123878,103,1
39113,103,1
16340,103,1
81810,103,1
124262,103,1
149140,103,1
30607,103,1
56442,103,2
158631,103,1
125062,103,1
139599,103,1
131937,103,4
40489,103,1
133784,103,1
60163,103,2
60227,103,2
153976,103,5
156454,103,1
136856,103,1
129729,103,3
18295,103,12
41129,103,1
89890,103,1
14265,103,1
107921,103,1
44035,103,1
68575,103,3
72466,103,1
141306,103,2
138211,103,3
59086,103,1
27746,103,2
16897,103,1
53669,103,10
76675,103,3
133347,103,3
66719,103,1
59726,103,1
117551,103,5
2307,103,2
133731,103,1
67231,103,2
10809,103,1
48377,103,1
35593,103,1
102852,103,1
137358,103,3
126205,103,2
114586,103,2
33716,103,1
52102,103,1
72413,103,2
108572,103,1
76014,103,2
119293,103,1
84808,103,1
124252,103,1
103887,103,6
97599,103,1
155779,103,5
47246,103,1
53616,103,1
30730,103,1
19789,103,1
15460,103,1
53808,103,1
17292,103,1
45134,103,2
20333,103,1
57008,103,1
73661,103,2
32596,103,1
77230,103,3
107132,103,1
153934,103,1
57360,103,1
40831,103,1
105327,103,1
94026,103,1
11140,103,1
74926,103,3
150067,103,2
7206,103,1
150334,103,7
18584,103,1
87352,103,1
134745,103,1
84211,103,1
150750,103,1
68373,103,3
75769,103,2
92405,103,1
46937,103,1
103866,103,1
30472,103,1
124615,103,1
59460,103,1
115756,103,5
88536,103,1
142000,103,4
127659,103,2
139472,103,1
45273,103,1
73640,103,3
51025,103,1
10799,103,1
132258,103,1
136729,103,1
21048,103,1
110375,103,1
67797,103,3
130125,103,2
84190,103,1
143516,103,2
49242,103,1
49274,103,1
52156,103,1
14746,103,1
100022,103,1
36810,103,5
44164,103,1
12346,103,1
149056,103,7
124434,103,2
85086,103,1
47268,103,1
15354,103,1
8572,103,1
52925,103,1
76420,103,1
39893,103,1
40021,103,1
139259,103,1
6140,103,1
8892,103,1
53958,103,1
106706,103,1
17538,103,12
66912,103,3
45188,103,2
32586,103,2
54630,103,1
13882,103,1
67616,103,7
33162,103,1
121075,103,5
105840,103,1
108029,103,1
150580,103,1
72030,103,3
29806,103,1
106032,103,1
23226,103,3
14565,103,1
81673,103,1
150772,103,1
39072,103,4
111101,103,1
130872,103,2
66027,103,2
138694,103,1
39616,103,1
47119,103,1
61978,103,1
158199,103,9
131320,103,1
158264,103,6
127455,103,2
122590,103,1
146643,103,1
115938,103,1
53320,103,1
69483,103,3
66891,103,2
21881,103,7
70974,103,3
142694,103,1
105232,103,6
20910,103,11
2927,103,2
49392,103,1
97099,103,1
68662,103,2
69897,103,2
44410,103,1
111689,103,1
53628,103,1
53692,103,10
82612,103,1
92982,103,5
124808,103,6
15864,103,1
120105,103,2
50641,103,1
80180,103,1
104763,103,1
129251,103,3
120393,103,1
152343,103,1
125704,103,2
71337,103,2
125736,103,2
91318,103,6
118280,103,1
121065,103,5
33184,103,1
134490,103,3
33323,103,14
21348,103,1
71924,103,2
75461,103,3
114706,103,5
43717,103,1
103366,103,1
58465,103,2
110963,103,1
61264,103,1
128078,103,2
68673,103,2
82239,103,1
72884,103,3
53639,103,10
79270,103,3
70324,103,2
17187,103,1
53959,103,1
104582,103,1
142172,103,1
56807,103,1
82975,103,1
106867,103,6
116344,103,5
109811,103,1
149642,103,1
13531,103,1
113738,103,1
31747,103,2
93889,103,1
102630,103,1
18244,103,1
20996,103,1
7069,103,1
48891,103,1
32228,103,2
114353,103,1
46192,103,1
21391,103,1
33686,103,2
63995,103,1
39105,103,1
106193,103,1
143818,103,2
30031,103,1
121791,103,1
108414,103,1
94956,103,1
46768,103,1
90575,103,1
30191,103,10
90607,103,1
141319,103,1
39521,103,1
52681,103,1
108894,103,1
37206,103,1
53618,103,1
72927,103,3
100578,103,1
53746,103,1
53906,103,10
20079,103,1
6184,103,1
50631,103,9
133712,103,2
40545,103,1
40641,103,1
40705,103,1
134064,103,2
80778,103,1
89423,103,1
60411,103,2
35798,103,1
7176,103,1
91671,103,2
150496,103,1
49169,103,1
133060,103,1
87418,103,1
10420,103,1
33665,103,5
18938,103,1
130500,103,2
69578,103,3
138610,103,1
49873,103,1
106588,103,1
44379,103,3
141554,103,3
53725,103,1
19898,103,1
93015,103,1
124905,103,1
40204,103,1
129060,103,2
70826,103,3
73610,103,2
35329,103,1
57181,103,1
109897,103,1
54525,103,1
51155,103,5
149824,103,2
122953,103,1
74875,103,2
110217,103,1
143026,103,1
123177,103,1
58000,103,1
114610,103,2
65410,103,1
110804,103,1
114707,103,5
140957,103,2
55624,103,1
52318,103,1
148834,103,6
128175,103,2
66114,103,2
56200,103,1
50109,103,1
146408,103,1
28037,103,2
101543,103,1
151693,103,1
124884,103,1
142077,103,1
127736,103,1
106708,103,1
9022,103,1
70645,103,2
54216,103,1
73525,103,2
109652,103,1
45286,103,1
28677,103,1
60049,103,1
86693,103,1
18373,103,1
14012,103,1
133018,103,2
90192,103,1
108127,103,1
133178,103,1
108159,103,1
41730,103,1
69632,103,3
42306,103,1
104018,103,1
52810,103,1
15303,103,1
66317,103,3
53651,103,1
39842,103,1
109087,103,1
44657,103,1
124799,103,1
40034,103,1
85968,103,1
124991,103,1
142344,103,3
102034,103,1
2417,103,2
48242,103,1
38114,103,4
31983,103,2
118207,103,5
33111,103,1
105490,103,1
38530,103,1
32208,103,1
123327,103,1
36098,103,1
140659,103,1
126251,103,6
91768,103,6
137436,103,1
133061,103,3
121515,103,1
27098,103,1
68408,103,2
127973,103,4
138236,103,1
70027,103,2
124490,103,2
8564,103,1
59335,103,1
59495,103,2
21574,103,5
21670,103,5
73259,103,2
66712,103,2
104765,103,1
93464,103,1
48189,103,1
139955,103,1
31802,103,2
20827,103,1
45692,103,2
71659,103,3
126091,103,1
41336,103,1
94435,103,1
33549,103,1
23314,103,8
58531,103,1
7935,103,1
36685,103,5
55849,103,1
130928,103,2
141598,103,2
19718,103,1
122422,103,1
52960,103,9
109077,103,1
142174,103,1
106965,103,6
132048,103,1
35405,103,1
51103,103,7
102568,103,1
86790,103,1
71350,103,3
120918,103,1
33293,103,1
36184,103,1
36216,103,2
14504,103,1
74817,103,2
39139,103,3
130683,103,1
141161,103,3
39267,103,1
52426,103,1
39395,103,3
108672,103,6
128411,103,4
155818,103,6
85617,103,1
115941,103,1
70689,103,2
24648,103,1
109600,103,1
54324,103,1
50921,103,1
132283,103,2
11144,103,1
107552,103,1
140329,103,1
38403,103,1
134354,103,1
71852,103,3
123531,103,1
61000,103,2
87356,103,1
43613,103,3
123627,103,2
103454,103,1
143799,103,3
88028,103,1
66201,103,3
59336,103,2
76541,103,1
42766,103,1
66777,103,1
34979,103,1
93273,103,1
45053,103,1
129094,103,5
109515,103,1
9077,103,1
28476,103,1
82999,103,1
139700,103,3
142452,103,1
32739,103,1
40942,103,3
134173,103,1
116786,103,1
45821,103,1
136989,103,3
110443,103,1
83959,103,1
41529,103,1
105929,103,1
43688,103,3
36398,103,6
114805,103,1
103401,103,1
72247,103,2
27335,103,1
148772,103,3
26589,103,1
37038,103,1
66340,103,2
109078,103,1
85282,103,1
101545,103,1
37422,103,4
17382,103,1
144024,103,1
13214,103,1
54314,103,2
31750,103,2
147921,103,5
140586,102,3
49129,102,3
38788,102,1
52107,102,1
106100,102,1
75667,102,1
39076,102,3
121698,102,1
65743,102,2
16464,102,3
12233,102,1
124161,102,2
66095,102,3
23995,102,1
108993,102,1
131324,102,3
122626,102,5
88722,102,1
142250,102,4
104724,102,6
106945,102,1
132092,102,2
102324,102,1
77363,102,3
60510,102,3
156683,102,1
57738,102,1
137235,102,1
96591,102,1
107852,102,1
145478,102,2
36452,102,1
11956,102,1
112291,102,1
126893,102,2
58842,102,1
5590,102,1
1405,102,1
68922,102,2
16988,102,1
50165,102,5
4382,102,1
135934,102,1
141973,102,3
131623,102,2
56960,102,1
104863,102,1
106988,102,1
13684,102,1
38255,102,4
123308,102,1
49087,102,1
114549,102,2
23092,102,9
137545,102,1
133234,102,4
41722,102,1
840,102,1
36559,102,1
14719,102,1
108407,102,1
23476,102,6
52353,102,1
65861,102,1
111255,102,1
138784,102,1
8385,102,1
122264,102,1
16903,102,1
141696,102,1
53739,102,2
44681,102,1
104522,102,1
131858,102,1
28552,102,1
32431,102,1
129394,102,1
122807,102,1
38266,102,1
150158,102,9
130066,102,1
114528,102,2
71907,102,2
140747,102,1
55414,102,2
65424,102,1
150713,102,1
33754,102,5
29971,102,1
82158,102,1
115301,102,5
5644,102,1
68976,102,3
138923,102,1
27891,102,2
156051,102,6
69232,102,3
131485,102,1
42853,102,1
56694,102,1
86003,102,1
98277,102,6
144202,102,1
133684,102,3
17714,102,12
158920,102,13
38053,102,4
120675,102,1
18034,102,1
142987,102,2
18515,102,12
90014,102,1
14357,102,1
61034,102,2
46303,102,1
41552,102,4
137535,102,1
72206,102,9
5398,102,1
66075,102,2
111501,102,1
8503,102,1
34565,102,1
44671,102,1
53761,102,10
101600,102,1
146595,102,1
42736,102,1
4671,102,1
133567,102,1
104768,102,1
102048,102,1
17725,102,1
136639,102,1
54593,102,2
40816,102,1
28958,102,1
142774,102,1
42975,102,2
116724,102,5
60458,102,1
105344,102,1
2783,102,2
13877,102,1
45823,102,1
140609,102,1
114550,102,4
72121,102,2
58470,102,1
143748,102,1
39291,102,1
115130,102,1
19465,102,1
128403,102,4
37424,102,1
6050,102,1
53187,102,9
37616,102,1
143889,102,1
131763,102,1
131891,102,1
17640,102,1
98524,102,1
125400,102,6
40699,102,1
107256,102,1
38075,102,1
54636,102,1
149839,102,1
45738,102,1
120857,102,1
32976,102,5
74922,102,2
143073,102,3
18377,102,12
106070,102,1
148593,102,6
33883,102,1
123971,102,1
61536,102,1
138037,102,1
58833,102,2
111363,102,1
130974,102,3
111491,102,1
76277,102,1
93009,102,1
69297,102,2
133269,102,2
139308,102,1
136181,102,1
100999,102,1
136213,102,1
101942,102,1
17555,102,1
73508,102,3
104758,102,1
66961,102,2
31379,102,1
40454,102,1
60288,102,2
2613,102,2
105238,102,1
45749,102,1
22527,102,4
29204,102,1
64881,102,1
134293,102,6
83759,102,1
134453,102,2
110467,102,1
21311,102,1
41425,102,3
29567,102,2
140695,102,1
143480,102,1
41617,102,3
103233,102,6
123790,102,2
84474,102,1
58556,102,1
115024,102,5
128137,102,2
49782,102,1
100178,102,1
66140,102,3
138935,102,1
70159,102,2
15382,102,1
19967,102,1
88671,102,1
100978,102,1
9016,102,1
101921,102,1
21834,102,5
106798,102,1
142359,102,1
20415,102,1
125230,102,2
142583,102,1
132169,102,1
129609,102,1
54786,102,1
118125,102,5
120975,102,1
67644,102,2
107801,102,1
74682,102,2
61078,102,2
71962,102,3
126394,102,1
14529,102,1
130484,102,2
103372,102,1
150832,102,1
92423,102,1
36945,102,1
4011,102,1
138882,102,1
37169,102,1
138946,102,1
44619,102,1
119898,102,2
133451,102,4
56909,102,1
133611,102,1
102060,102,1
117591,102,1
139650,102,1
35217,102,1
67079,102,2
158976,102,2
35313,102,1
70970,102,7
80549,102,1
105292,102,6
99133,102,6
123225,102,1
105548,102,6
137334,102,1
130239,102,3
14316,102,1
121349,102,1
143405,102,2
18709,102,12
49132,102,1
68050,102,2
81424,102,1
126405,102,1
110852,102,1
118981,102,1
103511,102,1
12076,102,1
103607,102,1
155373,102,2
138669,102,3
128383,102,4
72805,102,7
47254,102,1
53592,102,10
50157,102,1
141805,102,1
53944,102,1
88725,102,1
4758,102,1
13164,102,1
131839,102,2
120229,102,1
60129,102,3
54520,102,1
136630,102,1
32796,102,5
89365,102,1
136790,102,3
18165,102,12
102615,102,1
96423,102,1
67762,102,1
94621,102,1
96882,102,1
150662,102,1
33671,102,1
43745,102,1
29856,102,1
121808,102,1
55811,102,2
42002,102,1
82043,102,1
78914,102,2
61868,102,1
19680,102,1
19872,102,1
128714,102,2
21579,102,5
93085,102,1
142072,102,1
82939,102,1
129098,102,7
136385,102,1
54307,102,1
133697,102,2
109775,102,1
28736,102,1
51161,102,1
136897,102,1
149958,102,2
60524,102,2
116823,102,1
60556,102,2
110511,102,1
107802,102,1
103021,102,1
18731,102,1
55374,102,1
46572,102,1
12098,102,1
58728,102,2
8068,102,1
68776,102,2
16746,102,1
49923,102,1
141507,102,1
127228,102,2
19723,102,12
69448,102,2
70683,102,2
77036,102,3
20427,102,1
35218,102,1
32498,102,1
17802,102,1
9413,102,1
107194,102,1
105165,102,1
120859,102,1
48642,102,1
74892,102,3
41053,102,1
9829,102,1
45932,102,1
125978,102,1
105581,102,1
25615,102,1
110522,102,1
140750,102,1
10320,102,1
134967,102,2
108293,102,1
111205,102,1
90550,102,1
111333,102,1
26700,102,1
108677,102,1
68755,102,3
127143,102,4
124421,102,2
72774,102,2
111621,102,1
72806,102,3
15309,102,1
69267,102,2
127593,102,1
69427,102,2
62434,102,1
139694,102,1
136567,102,3
120742,102,1
125637,102,5
110117,102,1
114015,102,1
142926,102,3
43095,102,1
125861,102,6
129984,102,1
137143,102,1
110437,102,1
67827,102,1
132875,102,1
134562,102,1
7514,102,1
110768,102,1
108048,102,1
110832,102,1
10459,102,1
11832,102,1
65566,102,3
103459,102,1
39315,102,1
36904,102,6
8218,102,1
68798,102,3
53636,102,10
127539,102,1
117518,102,1
37715,102,1
32456,102,1
73681,102,1
35368,102,6
83388,102,1
142873,102,1
105347,102,1
31936,102,1
41011,102,1
142969,102,1
150055,102,2
10182,102,1
143364,102,1
148265,102,1
114682,102,1
7685,102,1
150642,102,1
96958,102,1
87532,102,1
143719,102,1
130582,102,3
148585,102,7
141124,102,1
141156,102,1
121852,102,1
128054,102,4
55823,102,9
55919,102,1
128214,102,2
8197,102,1
127101,102,1
59160,102,1
61944,102,1
127325,102,2
56559,102,1
119900,102,1
146673,102,1
59736,102,1
16016,102,1
54127,102,1
144061,102,1
4877,102,1
127903,102,2
101183,102,1
149554,102,2
35315,102,1
35347,102,5
31659,102,2
11235,102,1
41214,102,1
94313,102,1
105817,102,1
150493,102,1
130369,102,2
145505,102,3
65556,102,3
58516,102,2
75704,102,3
150845,102,1
111142,102,1
75864,102,1
30135,102,1
115145,102,1
148852,102,3
126951,102,1
138136,102,1
27863,102,2
146361,102,1
69044,102,2
76376,102,3
69140,102,3
133464,102,4
120167,102,1
50799,102,1
83378,102,1
54618,102,1
54682,102,1
45624,102,2
110150,102,1
89655,102,1
9969,102,1
55034,102,2
41225,102,11
114340,102,1
60803,102,1
150312,102,5
29506,102,1
14425,102,1
72242,102,2
130860,102,1
44163,102,1
103780,102,1
69842,102,2
122098,102,5
47107,102,1
66271,102,2
88450,102,1
131532,102,1
151788,102,4
13017,102,1
31137,102,1
73362,102,2
125137,102,1
109585,102,1
106897,102,1
50842,102,7
98517,102,1
109777,102,1
48100,102,1
105060,102,1
71090,102,3
17985,102,12
32841,102,1
105316,102,1
29186,102,1
35785,102,5
43235,102,1
35945,102,5
107697,102,1
55109,102,1
118449,102,1
148059,102,4
36116,102,5
68010,102,1
49188,102,1
55408,102,1
14436,102,1
126557,102,4
72189,102,1
123900,102,1
72253,102,3
27308,102,1
137902,102,1
130807,102,2
115102,102,5
138030,102,1
103791,102,1
148938,102,2
128439,102,2
39679,102,3
28173,102,2
17420,102,12
127744,102,2
158685,102,7
104623,102,1
116321,102,1
139749,102,1
101280,102,1
31596,102,5
71069,102,1
153966,102,5
144586,102,2
118236,102,1
25514,102,1
105615,102,1
140560,102,1
105754,102,1
18744,102,12
71912,102,3
123847,102,2
12047,102,1
16437,102,1
68565,102,3
124135,102,5
8177,102,1
19704,102,12
149237,102,2
139088,102,1
115788,102,5
37631,102,5
133465,102,3
139632,102,1
21955,102,8
60004,102,2
73704,102,3
20664,102,1
45497,102,1
9586,102,1
77433,102,1
114049,102,1
60580,102,1
134329,102,4
143291,102,2
110610,102,1
110674,102,1
117341,102,5
29699,102,1
157233,102,10
43716,102,4
27266,102,1
141275,102,3
138555,102,1
87907,102,1
157922,102,1
103909,102,1
92576,102,1
88195,102,1
21518,102,7
133284,102,2
131693,102,1
70611,102,2
48005,102,1
102149,102,1
107026,102,1
57542,102,1
22510,102,4
29155,102,1
13946,102,1
102725,102,6
134543,102,1
103216,102,1
87598,102,1
43887,102,1
103568,102,1
61530,102,1
68587,102,1
16557,102,4
49765,102,1
61626,102,1
68715,102,2
66155,102,3
15237,102,1
17293,102,12
56945,102,1
48080,102,1
110109,102,1
9736,102,1
156776,102,6
71518,102,2
43311,102,1
60933,102,1
143667,102,3
61637,102,1
52626,102,1
42283,102,1
122217,102,1
103995,102,1
151518,102,1
39851,102,3
135802,102,1
131395,102,1
28025,102,2
53916,102,1
20153,102,1
1978,102,2
59717,102,1
69494,102,3
129283,102,2
93590,102,1
57180,102,1
89401,102,1
35584,102,1
105211,102,1
107336,102,1
20825,102,1
80916,102,1
11248,102,1
116944,102,1
125960,102,2
143249,102,4
41334,102,3
140796,102,1
68193,102,3
90596,102,1
78790,102,1
138684,102,1
106566,102,1
56135,102,1
59088,102,2
103974,102,1
111603,102,1
138373,102,1
70260,102,1
88452,102,1
1701,102,1
109139,102,1
19972,102,1
53863,102,1
109363,102,1
127703,102,2
50620,102,1
136325,102,1
56967,102,1
102118,102,1
48251,102,1
89316,102,1
156435,102,1
28964,102,1
67393,102,3
7133,102,1
75013,102,2
150421,102,3
126431,102,1
143722,102,2
128089,102,2
148844,102,1
68716,102,2
12294,102,1
27663,102,1
149100,102,1
141575,102,1
141671,102,3
101425,102,1
