nid,visits,tags
143271,261,3
151098,261,1
151271,261,7
156272,261,5
42348,261,1
82549,261,1
113295,261,1
25676,261,1
133894,261,7
36151,261,1
145630,261,5
145946,261,1
155653,261,3
90989,261,6
154167,261,1
67501,261,3
22887,261,10
91928,261,1
45052,261,1
129125,261,10
70827,261,1
156955,261,7
108149,261,1
151728,261,1
89478,261,1
147657,261,6
85585,261,1
80492,261,1
23016,261,17
154895,261,6
151359,261,6
57407,261,1
46536,261,1
108822,261,1
22066,261,5
28999,261,1
90002,260,1
142442,260,2
87197,260,1
127086,260,2
54464,260,1
129607,260,4
41338,260,1
145742,260,7
91365,260,7
58296,260,1
16573,260,7
98064,260,6
31485,260,2
90971,260,2
131187,260,1
128531,260,3
131347,260,4
80043,260,1
102379,260,1
35728,260,1
147248,260,5
149829,260,1
52163,260,1
155908,260,1
31817,260,2
147730,260,2
29781,260,1
112043,260,1
131903,260,2
92413,260,1
104898,260,6
144380,260,5
113766,260,8
132266,260,1
25303,260,1
41661,260,1
127420,260,2
151547,260,1
61037,260,1
37288,260,2
84210,260,1
44248,260,4
44856,260,3
132609,260,2
58751,260,1
146200,260,4
38239,260,1
48676,260,1
130370,260,2
158107,260,4
25199,260,1
134457,260,4
48911,260,1
157534,260,1
61551,260,1
145899,260,3
61615,260,1
128877,260,4
25640,260,1
139206,260,1
43482,260,1
152114,260,8
16515,260,4
59504,260,1
131790,260,4
94273,260,1
144555,260,1
117981,260,5
32282,260,2
144274,260,2
147321,260,1
30181,260,1
151562,260,1
39831,260,1
67490,260,1
74886,260,2
123487,260,6
156048,260,4
117597,260,1
147174,260,3
38242,260,4
154333,260,5
24434,260,1
113200,260,1
38317,260,1
65731,260,3
125013,260,2
104744,260,1
147066,260,4
129808,260,2
68302,260,2
156812,260,2
140884,260,1
78558,260,2
92985,260,1
91684,260,2
76840,260,7
113308,260,1
117909,260,1
31974,260,2
145025,260,3
87143,260,1
130300,259,5
141994,259,1
143989,259,1
117695,259,5
105012,259,1
23689,259,20
73677,259,2
38938,259,2
148272,259,2
111170,259,1
82030,259,1
92560,259,1
152011,259,7
79925,259,1
140758,259,3
156559,259,7
81316,259,1
92710,259,1
142529,259,3
78390,259,2
145722,259,5
152012,259,4
44576,259,1
112978,259,6
91356,259,7
156973,259,4
155106,259,4
52996,259,2
30037,259,2
14796,259,1
43990,259,1
151352,259,6
37767,259,1
51929,259,1
129994,259,4
157073,259,8
111482,259,1
31338,259,2
22614,259,17
148787,259,1
39496,259,1
76631,259,7
125029,259,2
56889,259,2
28598,259,1
60546,259,2
68862,259,1
91102,259,1
129675,259,3
18305,259,1
78894,259,1
119484,259,5
119548,259,2
31638,259,5
60419,259,2
94015,259,5
154483,259,3
28301,259,1
113186,259,1
93322,259,1
92597,259,1
92757,259,1
22499,259,13
32291,259,5
26040,259,1
119571,259,2
94443,259,5
131736,259,4
62714,259,1
38048,259,1
25285,259,1
39819,259,1
45594,259,1
128334,259,1
155706,259,6
145749,259,1
52841,259,2
8840,259,1
129913,259,2
9929,259,1
148215,259,1
78620,259,3
47623,259,1
9823,259,1
91362,259,1
91426,259,1
124575,259,1
53066,259,2
51764,259,5
127566,259,2
34978,259,1
147087,259,2
36621,259,1
93155,259,1
28934,259,1
129691,259,6
36067,259,1
92185,259,1
75965,259,1
2269,259,2
24883,259,1
66564,259,2
154852,258,1
157453,258,4
141898,258,2
142506,258,3
144494,258,2
12916,258,1
25268,258,1
16421,258,10
112334,258,1
37007,258,1
93317,258,5
124802,258,1
132285,258,7
74115,258,8
105952,258,1
145579,258,2
54401,258,2
26526,258,1
145873,258,2
158026,258,2
143979,258,1
147069,258,3
143201,258,2
92017,258,1
77781,258,1
91740,258,2
23339,258,11
128041,258,4
66716,258,3
45152,258,1
36721,258,1
76043,258,3
22517,258,11
11201,258,1
157421,258,9
52911,258,1
53391,258,1
23020,258,18
130570,258,2
145082,258,4
112369,258,1
92648,258,1
92872,258,1
38077,258,1
32139,258,2
78424,258,3
130048,258,3
111344,258,1
93918,258,1
156730,258,4
151633,258,6
8144,258,1
47577,258,2
22787,258,10
128140,258,2
131244,258,8
80573,258,1
52198,258,1
44078,258,3
151305,258,3
134841,258,3
24001,258,1
48378,258,1
157110,258,1
103664,258,1
153989,258,2
25179,258,1
83679,258,1
148140,258,3
148812,258,5
112764,258,2
59419,258,2
21690,258,6
76784,258,1
31566,258,1
91276,258,2
61574,258,1
113436,258,1
129764,258,3
27076,258,1
52286,258,1
152061,258,6
83616,258,1
43729,258,1
145686,258,8
113750,258,2
60284,258,3
80146,258,1
56222,258,2
151520,258,1
136679,258,1
31813,258,5
144992,258,3
145751,258,1
144232,258,3
43325,258,11
58596,258,2
103785,258,1
131377,258,4
152063,258,6
139434,257,3
123948,257,6
47102,257,1
22088,257,7
71960,257,3
126872,257,2
79562,257,1
144617,257,1
22494,257,12
146100,257,2
147325,257,2
111780,257,5
94353,257,1
140908,257,1
26377,257,1
142220,257,1
134005,257,5
38214,257,1
151957,257,4
80730,257,1
25238,257,1
74842,257,2
33873,257,5
145906,257,2
42492,257,1
104204,257,1
131924,257,4
38012,257,1
32009,257,2
102700,257,6
68210,257,2
106327,257,1
23745,257,14
9102,257,1
79799,257,1
75617,257,2
39026,257,1
79042,257,2
56451,257,1
22539,257,8
48759,257,2
146113,257,1
22582,257,6
7695,257,1
145692,257,3
124901,257,6
91539,257,2
75746,257,3
141241,257,4
155638,257,1
30816,257,2
22423,257,20
151949,257,1
37225,257,1
28013,257,2
154163,257,7
117136,257,5
157086,257,6
146256,257,7
92981,257,1
31671,257,2
144748,257,2
52636,257,1
112982,257,1
56966,257,1
93568,257,1
156865,257,9
156930,257,12
79803,257,1
36587,257,1
56167,257,2
127189,257,4
75227,257,2
112158,257,1
133595,257,7
148226,257,1
30948,257,2
113146,257,5
129711,257,4
154286,257,5
130682,257,2
40482,257,1
121547,257,1
158076,257,6
146828,257,4
54228,257,2
113847,257,3
147737,257,2
45810,257,1
130182,257,5
132390,257,7
31963,257,2
32295,257,2
91972,257,5
158290,257,5
125217,256,6
57992,256,3
36484,256,1
126925,256,4
127182,256,4
147648,256,6
69445,256,3
148304,256,2
74723,256,2
128648,256,2
37872,256,1
129416,256,2
107181,256,1
132424,256,4
92294,256,1
122041,256,1
85220,256,1
156073,256,5
141953,256,3
133642,256,3
23648,256,11
112378,256,1
93233,256,1
104694,256,1
31283,256,2
94097,256,1
91708,256,2
58246,256,3
62027,256,1
146821,256,4
83898,256,1
126298,256,6
66311,256,3
146445,256,1
143858,256,4
144127,256,2
146026,256,1
52558,256,1
100552,256,1
21696,256,9
31188,256,1
61932,256,1
83195,256,1
31647,256,2
129546,256,6
92904,256,1
145029,256,3
146393,256,5
147147,256,7
31989,256,2
156719,256,4
23181,256,10
102051,256,1
112242,256,7
91081,256,2
91209,256,1
52304,256,1
73159,256,3
77080,256,1
94751,256,1
111153,256,1
131020,256,1
151655,256,4
77870,256,1
72008,256,3
65376,256,1
68608,256,1
81982,256,1
25242,256,1
32098,256,3
156078,256,7
51986,256,2
91958,256,1
112058,256,1
57223,256,1
78705,256,3
32239,256,2
82197,256,1
31033,256,2
22822,256,13
16591,256,14
109311,256,6
93293,256,1
82955,256,1
87931,256,1
27739,256,2
152116,256,6
91875,256,1
91939,256,1
36429,256,2
112215,256,7
82284,256,1
151707,256,1
144265,256,4
134386,256,3
134557,256,2
52950,256,1
151684,256,3
133512,256,3
147476,256,1
68431,255,2
59038,255,1
151708,255,1
147846,255,1
94693,255,1
58501,255,1
145872,255,2
133353,255,5
129085,255,2
139787,255,1
83630,255,1
91771,255,3
151885,255,6
131688,255,3
31229,255,2
131912,255,2
83449,255,1
22826,255,13
61333,255,1
25280,255,1
132478,255,1
130078,255,5
45472,255,1
21525,255,12
54285,255,2
156278,255,4
73413,255,2
44417,255,1
44545,255,1
93053,255,1
80667,255,1
48471,255,1
112600,255,1
147027,255,1
57582,255,1
78616,255,3
146360,255,2
114111,255,1
119281,255,2
41438,255,1
145261,255,3
84263,255,1
60878,255,2
119570,255,1
24921,255,1
31937,255,2
75310,255,3
111971,255,1
146803,255,4
93173,255,1
82995,255,1
129442,255,7
16514,255,4
59855,255,2
154320,255,4
131064,255,4
122238,255,1
53000,255,1
28174,255,1
129368,255,2
106406,255,1
149217,255,2
134896,255,4
33569,255,1
41644,255,1
154925,255,5
128772,255,3
93207,255,5
22213,255,11
144318,255,1
92589,255,1
149197,255,2
44561,255,1
144199,255,1
45905,255,2
154432,255,1
38562,255,1
154309,255,1
154409,255,4
106536,255,6
82177,255,1
118421,255,1
108480,255,1
27537,255,2
74962,255,2
6133,255,1
21799,255,7
93945,255,1
106998,255,1
93924,255,1
52139,254,1
106657,254,1
21949,254,4
154169,254,4
25734,254,12
130343,254,3
65978,254,3
93594,254,1
154346,254,8
130258,254,2
91109,254,2
144689,254,6
49002,254,1
126179,254,1
58832,254,2
147247,254,11
73827,254,3
77748,254,1
84420,254,1
112465,254,1
112497,254,1
69977,254,2
82436,254,1
39526,254,2
151416,254,4
12587,254,1
152173,254,2
125667,254,6
154204,254,6
13995,254,1
14422,254,1
31774,254,5
150320,254,1
92167,254,1
23297,254,9
151546,254,1
100872,254,1
43489,254,1
92509,254,1
30815,254,2
45185,254,1
75500,254,2
84294,254,1
129269,254,2
93715,254,1
107749,254,1
27617,254,2
30859,254,2
127551,254,4
40510,254,1
38494,254,12
155019,254,4
92052,254,1
77123,254,3
150867,254,1
26595,254,1
22520,254,9
157470,254,2
155705,254,7
24730,254,1
31682,254,2
132397,254,3
45764,254,1
145164,254,1
41547,254,1
131011,254,2
111496,254,1
131203,254,8
111731,254,1
39286,254,1
152028,254,3
107347,254,1
134213,254,3
79377,254,3
42945,254,1
156155,254,5
34977,254,1
93783,254,5
91746,254,2
27685,254,2
30916,254,2
31108,254,2
141096,254,2
126752,254,4
112451,254,1
32386,254,2
133628,254,5
32037,254,2
94243,254,5
43506,254,3
154499,254,9
146818,254,1
77309,254,1
43357,254,1
145256,254,1
130513,254,1
42984,254,1
132497,254,2
52684,253,1
59614,253,3
9035,253,1
147246,253,7
152097,253,1
32527,253,1
144994,253,3
42149,253,3
114411,253,3
111085,253,1
151555,253,1
94673,253,5
44853,253,2
21919,253,5
93585,253,1
43552,253,3
128745,253,1
13622,253,1
22966,253,9
62070,253,1
78551,253,3
46998,253,6
54147,253,2
147688,253,6
38482,253,1
151264,253,8
36925,253,6
128203,253,1
23789,253,7
105774,253,1
68873,253,3
79118,253,1
158196,253,6
54159,253,2
76312,253,2
144140,253,2
154373,253,6
109297,253,1
93727,253,1
60366,253,1
145020,253,3
43726,253,1
146546,253,1
125703,253,5
22820,253,12
14522,253,1
92064,253,1
92320,253,1
44324,253,2
61839,253,1
113673,253,1
51036,253,1
154023,253,1
48048,253,1
57297,253,1
25125,253,1
48741,253,1
147896,253,1
87897,253,1
45178,253,1
25741,253,12
22960,253,12
27972,253,2
61819,253,1
131268,253,2
93239,253,1
56957,253,1
22309,253,7
144566,253,2
107348,253,1
154947,253,7
92269,253,5
155433,253,4
113458,253,1
91960,253,1
111985,253,1
130693,253,3
77180,253,1
55433,253,2
27590,253,2
47347,253,1
41059,253,3
27548,253,2
12531,253,1
93177,253,1
28412,253,1
31430,253,2
81912,252,1
151112,252,10
144537,252,1
145257,252,1
94629,252,1
76489,252,3
151967,252,4
144288,252,3
38074,252,4
147999,252,1
81262,252,1
114592,252,1
27571,252,2
72110,252,2
52792,252,2
83385,252,1
156494,252,8
130056,252,1
130643,252,2
155743,252,1
30694,252,1
111962,252,1
144962,252,4
39174,252,1
157681,252,1
145350,252,2
148732,252,2
31070,252,2
130964,252,3
158092,252,1
60054,252,1
114562,252,2
146489,252,3
129759,252,8
105431,252,1
134753,252,3
146888,252,3
22667,252,9
23330,252,10
39784,252,1
42696,252,1
31349,252,2
113950,252,1
91646,252,2
155063,252,1
28705,252,1
23416,252,16
109371,252,1
36062,252,1
68820,252,2
158500,252,1
140207,252,1
48601,252,1
22637,252,17
92074,252,1
157642,252,1
39519,252,1
149066,252,1
75353,252,2
26154,252,1
92149,252,1
40266,252,1
58368,252,2
87715,252,1
61775,252,1
151855,252,3
76900,252,1
24762,252,1
113573,252,2
132109,252,1
78032,252,2
129816,252,1
61733,252,1
131331,252,2
112427,252,2
24347,252,1
91201,252,2
108958,252,6
9449,252,1
158211,252,6
92951,252,1
139218,252,1
145804,252,6
40631,252,1
146774,252,1
134001,252,4
40813,252,1
156660,252,1
66467,252,2
146926,252,3
94094,252,1
134418,252,1
134653,252,5
151247,252,2
109163,252,6
25497,252,1
23795,252,5
76776,252,3
83202,252,1
144320,252,1
102377,252,1
125558,252,6
132956,251,5
66351,251,2
24873,251,1
40719,251,1
144796,251,3
148592,251,1
158068,251,8
37338,251,1
128829,251,3
77172,251,1
37936,251,1
22473,251,17
22697,251,10
31112,251,2
73753,251,3
144618,251,3
156771,251,5
55927,251,2
104854,251,1
156750,251,2
111696,251,1
148023,251,1
41596,251,3
146348,251,4
113021,251,1
21621,251,4
120378,251,1
35761,251,1
150395,251,5
131391,251,2
83888,251,1
118928,251,5
42066,251,1
3873,251,1
111919,251,8
146661,251,5
23319,251,14
155331,251,5
113517,251,2
46487,251,2
152111,251,7
37704,251,1
22625,251,10
57785,251,1
155801,251,2
147296,251,1
145364,251,1
68777,251,3
104718,251,1
113682,251,4
36126,251,1
36894,251,2
158106,251,4
156623,251,3
87970,251,1
91167,251,2
6971,251,1
22509,251,7
85645,251,1
133550,251,3
40607,251,1
77710,251,2
81331,251,1
145726,251,3
40810,251,1
107463,251,6
105957,251,1
76452,251,3
147019,251,1
32366,251,2
84329,251,1
81769,251,1
148310,251,4
103483,251,1
27320,251,1
146191,251,8
146913,251,3
127852,251,2
145803,251,6
54631,251,2
91457,251,2
76080,251,1
52616,251,2
150976,251,4
8883,251,1
68482,251,3
119285,251,2
44806,251,2
77062,251,3
25084,251,1
52778,251,1
28336,251,1
37698,251,1
71979,251,2
28091,251,2
83734,251,1
91512,251,2
52832,251,2
75794,251,1
124192,251,2
113589,251,6
136626,251,1
36995,251,1
119756,251,2
123830,251,6
148868,251,1
93156,251,1
113428,250,4
132156,250,3
31633,250,2
54549,250,2
32285,250,2
109783,250,1
134580,250,2
66576,250,1
146744,250,5
134068,250,4
41285,250,1
94811,250,1
9367,250,1
43103,250,1
92678,250,1
42715,250,1
128883,250,2
133866,250,3
41958,250,1
101430,250,6
146585,250,2
21759,250,4
147570,250,4
147326,250,3
133984,250,4
36145,250,1
55533,250,2
102348,250,1
150032,250,1
60630,250,1
157383,250,1
30133,250,1
154009,250,7
11607,250,1
23596,250,11
112878,250,4
46188,250,7
103117,250,1
80294,250,1
93448,250,1
76023,250,2
144139,250,2
145964,250,4
109008,250,1
131371,250,4
145908,250,1
73084,250,1
113023,250,1
133741,250,5
31531,250,5
94804,250,1
144303,250,1
91220,250,2
52219,250,9
131468,250,8
37513,250,1
25328,250,1
83709,250,1
57722,250,1
35860,250,1
108135,250,6
152342,250,1
148224,250,1
92640,250,5
93088,250,1
105808,250,6
140102,250,1
142886,250,2
122281,250,1
93270,250,5
22596,250,8
30084,250,2
146708,250,1
91532,250,1
150752,250,1
151245,250,6
112551,250,3
79356,250,3
156822,250,8
81952,250,1
146634,250,2
133670,250,4
35468,250,1
91554,250,1
135249,250,5
122560,250,1
46908,250,2
113296,250,1
89990,250,1
59154,250,2
146506,250,2
144286,250,3
83297,250,1
147301,250,4
30033,250,2
79443,250,2
43026,250,1
145110,250,2
94244,250,1
114324,250,1
94543,249,1
146711,249,9
152171,249,4
155285,249,3
157786,249,5
47839,249,1
23252,249,8
44009,249,1
115772,249,5
88744,249,1
88968,249,1
29523,249,1
145753,249,1
144742,249,2
91536,249,1
94523,249,5
135263,249,5
42416,249,1
111916,249,3
24309,249,1
104576,249,1
21993,249,7
23797,249,10
144158,249,4
45482,249,1
91334,249,2
47862,249,1
92348,249,1
21514,249,13
91100,249,6
40945,249,1
156926,249,8
43755,249,1
69786,249,3
102124,249,1
24897,249,1
80677,249,1
146586,249,4
40007,249,1
93874,249,1
91645,249,2
39922,249,1
127441,249,4
21483,249,12
53987,249,1
24855,249,1
45761,249,1
121168,249,1
44460,249,1
151829,249,4
32797,249,1
80220,249,1
53542,249,1
132310,249,3
134584,249,3
23491,249,5
56805,249,1
92362,249,1
59673,249,1
83144,249,1
104506,249,8
113661,249,6
107154,249,1
77925,249,1
114459,249,2
23642,249,12
82921,249,1
31725,249,2
35541,249,1
128611,249,4
52947,249,2
24368,249,1
143614,249,2
30851,249,3
59536,249,2
51197,249,1
133840,249,2
31982,249,2
36481,249,2
148663,249,6
27674,249,1
157945,249,11
30884,249,2
32684,249,1
82838,249,1
131909,249,2
132837,249,2
155326,249,7
158157,249,7
91726,249,1
148206,249,1
40483,249,1
9354,249,1
113169,249,1
83095,249,1
31803,249,2
24414,249,1
93647,248,1
45715,248,3
92122,248,1
39791,248,4
24628,248,1
31644,248,2
116766,248,1
157115,248,2
146024,248,1
59231,248,1
102069,248,1
93488,248,1
144431,248,2
147346,248,4
93808,248,5
93904,248,1
25226,248,1
23242,248,6
36613,248,1
14773,248,1
128392,248,4
135082,248,3
157896,248,2
130142,248,3
23040,248,6
21663,248,7
148316,248,1
54498,248,1
81178,248,1
32266,248,2
149616,248,5
43339,248,1
151642,248,5
61100,248,2
137889,248,1
84731,248,1
152350,248,1
93949,248,5
79821,248,1
79544,248,1
120678,248,1
154932,248,1
30481,248,1
30685,248,1
75885,248,1
70172,248,2
21591,248,5
132342,248,4
156742,248,7
135875,248,1
144574,248,1
36276,248,1
92330,248,1
23769,248,21
91338,248,3
140848,248,3
157846,248,6
92629,248,1
115157,248,1
151725,248,1
132920,248,6
22970,248,9
158096,248,8
152268,248,2
143474,248,2
92801,248,1
41110,248,1
144925,248,3
60475,248,2
111947,248,1
42039,248,1
40375,248,1
110228,248,1
110559,248,1
135185,248,2
62140,248,1
42690,248,1
34807,248,1
146709,248,9
133745,248,3
25343,248,1
92120,248,5
148632,248,2
133447,248,3
48477,248,1
91395,248,2
122305,248,1
22108,248,9
43517,248,2
36643,248,1
44893,248,1
146754,248,4
13587,248,1
46344,248,3
155231,248,6
68868,248,3
115611,248,5
151729,248,1
10782,248,1
67460,248,3
52075,247,2
27858,247,2
57141,247,1
29437,247,1
94533,247,1
134921,247,2
129522,247,2
132786,247,2
125762,247,6
102901,247,1
155126,247,6
79456,247,3
56897,247,2
80569,247,1
50881,247,1
27572,247,2
37467,247,4
40262,247,2
82959,247,1
145613,247,1
101473,247,1
140311,247,2
114455,247,2
39004,247,1
124196,247,6
92722,247,1
132287,247,4
40775,247,1
130634,247,3
78466,247,3
35975,247,2
94408,247,1
92136,247,1
74299,247,2
154525,247,2
145919,247,3
92435,247,1
37597,247,5
57401,247,1
23053,247,10
111376,247,1
151723,247,1
82876,247,1
142361,247,2
93886,247,1
145126,247,1
57936,247,2
91721,247,7
46221,247,2
21463,247,17
9253,247,1
22679,247,1
114372,247,1
154208,247,5
27426,247,2
30881,247,3
28226,247,1
31553,247,2
46169,247,1
87555,247,1
157760,247,3
106802,247,1
81385,247,1
34805,247,1
31213,247,2
21849,247,6
41963,247,1
122505,247,1
111911,247,1
143420,247,1
89764,247,1
118527,247,1
112341,247,1
146612,247,1
66860,247,2
22362,247,18
39084,247,3
16601,247,5
128612,247,4
66903,247,1
125737,247,2
154211,247,11
155229,247,3
152029,247,5
151312,247,4
21467,247,12
69389,247,2
35095,247,1
144589,247,2
21403,247,9
29851,247,10
61223,247,2
82294,247,1
156823,247,5
58307,247,1
23122,247,22
36365,247,5
145947,247,1
27633,247,2
125088,247,1
32316,247,2
75325,247,3
15187,247,1
59176,247,1
111997,247,12
27655,247,1
93028,247,1
90852,247,2
45352,247,1
112118,246,7
49769,246,1
41679,246,1
134878,246,5
12116,246,1
40879,246,1
93605,246,1
112876,246,4
117814,246,1
57484,246,1
7661,246,1
59488,246,1
130014,246,2
36326,246,1
106529,246,1
61963,246,1
129193,246,5
133856,246,3
25110,246,1
61750,246,1
71066,246,2
156441,246,5
69138,246,3
131423,246,3
40231,246,1
113506,246,6
35719,246,1
77761,246,2
43297,246,1
51748,246,1
72251,246,3
148744,246,5
23607,246,11
16714,246,10
24258,246,1
100958,246,1
31210,246,2
153932,246,1
104344,246,1
79512,246,3
107429,246,1
22936,246,9
82023,246,1
50244,246,2
22199,246,6
71815,246,1
131105,246,3
92596,246,1
37865,246,1
67796,246,3
148415,246,2
138938,246,1
144478,246,2
91519,246,7
46019,246,1
151505,246,2
153902,246,1
148277,246,1
92565,246,1
27864,246,2
86392,246,1
79397,246,3
53405,246,1
21838,246,4
23322,246,13
155110,246,8
105627,246,1
146633,246,2
158903,246,8
112503,246,1
8296,246,1
119082,246,2
21637,246,9
69559,246,3
25265,246,1
39319,246,1
54600,246,2
156900,246,7
105874,246,1
148589,246,3
23644,246,14
146321,246,4
93837,246,5
78589,246,1
30475,246,1
28059,246,2
76956,246,2
151380,246,2
82316,246,1
31248,246,2
112452,246,1
60200,246,1
132262,246,4
29468,246,1
148196,246,2
79881,246,1
57759,246,1
91951,245,1
155720,245,1
131164,245,3
107457,245,1
52246,245,1
76862,245,7
40303,245,1
147324,245,3
131122,245,3
23905,245,2
82691,245,1
59668,245,2
27827,245,2
60319,245,2
75871,245,1
151426,245,5
8727,245,1
129000,245,2
25532,245,1
72537,245,2
101739,245,1
32169,245,2
145602,245,1
24459,245,1
51117,245,5
77845,245,3
126895,245,4
92924,245,5
129065,245,1
31742,245,2
40700,245,1
132500,245,7
153845,245,1
130890,245,3
47842,245,1
102082,245,1
109679,245,1
149990,245,4
78093,245,1
23063,245,4
82054,245,1
92179,245,1
25037,245,1
78531,245,2
157952,245,1
143971,245,7
29804,245,1
113497,245,6
125990,245,6
78596,245,2
151559,245,1
142394,245,2
132524,245,3
150120,245,4
21603,245,4
146912,245,3
42517,245,1
102469,245,1
150025,245,1
32227,245,2
58133,245,4
37589,245,2
145344,245,2
78054,245,1
156229,245,1
146762,245,4
23515,245,5
113425,245,5
147832,245,1
145890,245,3
6451,245,1
38444,245,1
119253,245,2
92386,245,5
52510,245,1
151297,245,2
93698,245,1
91234,245,1
53322,245,2
132282,245,4
153852,245,5
154047,245,7
147941,245,10
94755,245,1
93187,245,1
144450,245,2
77639,245,7
10251,245,1
92686,245,1
125984,245,6
134696,245,8
23155,245,17
103305,245,6
131985,245,2
55317,244,1
51979,244,2
42308,244,1
30993,244,2
53292,244,1
83565,244,1
106175,244,6
55872,244,1
92378,244,1
46942,244,2
152218,244,9
45630,244,1
84195,244,1
133202,244,5
44233,244,1
39578,244,4
94640,244,5
39184,244,1
146335,244,3
104160,244,1
70382,244,3
29929,244,1
87849,244,1
16648,244,10
66118,244,3
131411,244,5
6338,244,1
144765,244,4
154290,244,2
22805,244,7
11371,244,1
145895,244,3
53113,244,1
105025,244,1
57282,244,1
144920,244,3
103436,244,1
23574,244,19
144583,244,1
35697,244,1
91591,244,2
145885,244,3
111760,244,1
146876,244,7
51534,244,1
91773,244,6
52249,244,2
28096,244,2
69320,244,3
24621,244,1
127058,244,4
126172,244,2
143525,244,2
47566,244,1
53414,244,1
57071,244,1
129526,244,3
124134,244,2
37118,244,1
133272,244,1
64468,244,1
45688,244,1
144746,244,1
130796,244,1
155333,244,7
42751,244,1
24324,244,1
16663,244,11
52818,244,3
93589,244,1
51249,244,1
132610,244,5
94464,244,1
84318,244,1
68224,244,2
44260,244,3
151656,244,5
154484,244,5
27982,244,2
28014,244,1
147139,244,7
93643,244,5
110792,244,1
144305,244,1
38678,244,11
58155,244,8
69652,244,2
145967,244,3
101734,244,1
151346,244,4
101713,244,1
14353,244,1
112514,244,4
146816,244,1
24657,244,1
25073,244,1
91575,244,1
80864,244,1
22769,244,8
133050,244,5
75537,244,2
94701,244,1
23676,244,9
104274,244,1
156209,244,4
112515,244,4
40141,244,1
124938,244,6
77404,244,3
76199,244,1
147997,244,1
133266,244,4
131835,244,6
35512,244,1
129947,244,6
157882,244,6
27740,244,2
146431,244,1
144341,244,1
31995,244,2
135144,244,2
129564,243,3
144558,243,2
113567,243,2
80127,243,1
134238,243,3
132946,243,4
27944,243,2
100955,243,1
76969,243,1
77801,243,7
123650,243,6
130717,243,2
43988,243,1
82606,243,1
100838,243,1
37413,243,1
147260,243,6
105088,243,1
68870,243,2
94150,243,1
157148,243,7
76533,243,1
134485,243,4
81669,243,1
39068,243,1
54125,243,1
52174,243,1
147447,243,13
144788,243,4
25362,243,1
91880,243,1
134988,243,3
68968,243,2
53317,243,2
57518,243,1
23106,243,15
10512,243,1
80088,243,1
130603,243,2
119121,243,2
151151,243,1
66526,243,3
67102,243,2
91518,243,2
77858,243,2
91817,243,1
157995,243,7
31307,243,2
133901,243,6
25219,243,1
145375,243,1
146491,243,2
42857,243,1
52764,243,2
83261,243,1
80605,243,1
25241,243,1
111784,243,1
59865,243,2
32280,243,2
140912,243,1
148629,243,9
37279,243,1
50320,243,1
70131,243,2
133080,243,5
39328,243,3
52519,243,1
76047,243,1
39680,243,1
28494,243,1
145276,243,2
145955,243,1
82452,243,1
108819,243,1
83199,243,1
82442,243,1
143985,243,1
39372,243,1
155728,243,1
128516,243,1
53981,243,1
129508,243,2
154656,243,8
108116,243,1
157472,243,3
151052,243,9
47206,243,1
146795,243,1
155045,243,5
93016,243,1
71019,243,2
114611,243,2
139134,243,1
70902,243,2
110453,243,1
53163,243,1
28305,243,2
81922,243,1
27463,243,2
77544,243,3
154598,242,4
115011,242,1
126765,242,4
128231,242,4
79999,242,1
60169,242,1
43230,242,1
37071,242,1
24863,242,1
57163,242,1
48543,242,1
9826,242,1
124898,242,6
154170,242,5
68667,242,3
92507,242,1
21897,242,6
80761,242,1
115002,242,5
92838,242,5
90950,242,1
25216,242,1
38395,242,1
137525,242,3
52718,242,1
26955,242,1
112673,242,1
25131,242,1
145315,242,2
126415,242,1
72463,242,2
151687,242,4
158444,242,2
144311,242,1
144855,242,3
154348,242,5
157040,242,1
155138,242,3
151969,242,11
92818,242,1
76694,242,3
41586,242,1
35431,242,1
93917,242,1
48450,242,2
60439,242,2
30006,242,10
59021,242,2
142265,242,2
113507,242,6
132395,242,4
77794,242,3
48856,242,1
73148,242,1
151798,242,4
153901,242,1
123622,242,2
130785,242,2
56090,242,2
8656,242,1
45592,242,1
30018,242,1
26680,242,1
128492,242,2
133283,242,5
25049,242,1
94378,242,5
130743,242,2
31244,242,2
31660,242,5
156411,242,3
146793,242,1
132365,242,3
36693,242,1
112763,242,2
76591,242,2
152300,242,3
40992,242,1
52755,242,1
112774,242,2
77562,242,3
36939,242,1
56178,242,2
79473,242,1
72746,242,1
104796,242,1
147408,242,1
52062,242,1
114739,242,1
122005,242,1
119637,242,1
35116,242,1
45606,242,1
84395,242,1
70144,242,2
21979,242,4
144296,242,1
133969,242,5
92568,242,1
155828,242,5
117512,242,5
67480,242,1
94040,242,1
112138,242,7
145870,242,2
79560,242,2
157807,242,5
76850,242,1
118828,242,2
36931,242,1
129958,242,10
55306,242,2
147165,242,4
31686,242,2
128060,241,3
81933,241,1
94031,241,1
43155,241,1
108396,241,1
146465,241,8
112944,241,4
144638,241,4
52033,241,1
23540,241,14
128530,241,3
24639,241,1
54891,241,2
22804,241,8
110626,241,1
36986,241,1
91248,241,2
38245,241,5
91280,241,6
60575,241,10
43402,241,1
153832,241,4
78518,241,2
25291,241,1
94076,241,5
158027,241,4
32401,241,2
60246,241,2
91079,241,2
94087,241,1
119333,241,1
129887,241,1
157360,241,7
69744,241,3
31359,241,2
77089,241,3
91656,241,2
119803,241,2
146931,241,3
25186,241,1
29590,241,1
41864,241,1
81969,241,1
8239,241,1
83729,241,1
94227,241,1
